"동별","연령별","항목","단위","2024. 4/4","2025. 1/4",
"청량리동","75~79세","계","","1066","1068",
"청량리동","75~79세","한국인","","1064","1066",
"청량리동","75~79세","등록외국인","","2","2",
"청량리동","80~84세","계","","851","860",
"청량리동","80~84세","한국인","","850","859",
"청량리동","80~84세","등록외국인","","1","1",
"청량리동","85~89세","계","","422","434",
"청량리동","85~89세","한국인","","422","433",
"청량리동","85~89세","등록외국인","","-","1",
"청량리동","90~94세","계","","174","176",
"청량리동","90~94세","한국인","","171","173",
"청량리동","90~94세","등록외국인","","3","3",
"청량리동","95~99세","계","","47","50",
"청량리동","95~99세","한국인","","47","50",
"청량리동","95~99세","등록외국인","","-","-",
"청량리동","100세 이상","계","","4","5",
"청량리동","100세 이상","한국인","","4","5",
"청량리동","100세 이상","등록외국인","","-","-",
"용신동","합계","계","","40422","40672",
"용신동","합계","한국인","","38619","38807",
"용신동","합계","등록외국인","","1803","1865",
"용신동","0~4세","계","","863","837",
"용신동","0~4세","한국인","","836","816",
"용신동","0~4세","등록외국인","","27","21",
"용신동","5~9세","계","","1021","1026",
"용신동","5~9세","한국인","","998","1005",
"용신동","5~9세","등록외국인","","23","21",
"용신동","10~14세","계","","955","951",
"용신동","10~14세","한국인","","939","931",
"용신동","10~14세","등록외국인","","16","20",
"용신동","15~19세","계","","1012","1013",
"용신동","15~19세","한국인","","940","984",
"용신동","15~19세","등록외국인","","72","29",
"용신동","20~24세","계","","3072","3123",
"용신동","20~24세","한국인","","2612","2600",
"용신동","20~24세","등록외국인","","460","523",
"용신동","25~29세","계","","4713","4764",
"용신동","25~29세","한국인","","4293","4328",
"용신동","25~29세","등록외국인","","420","436",
"용신동","30~34세","계","","4280","4289",
"용신동","30~34세","한국인","","4082","4074",
"용신동","30~34세","등록외국인","","198","215",
"용신동","35~39세","계","","3241","3283",
"용신동","35~39세","한국인","","3120","3155",
"용신동","35~39세","등록외국인","","121","128",
"용신동","40~44세","계","","3128","3106",
"용신동","40~44세","한국인","","3023","3007",
"용신동","40~44세","등록외국인","","105","99",
"용신동","45~49세","계","","2478","2530",
"용신동","45~49세","한국인","","2418","2460",
"용신동","45~49세","등록외국인","","60","70",
"용신동","50~54세","계","","3006","2984",
"용신동","50~54세","한국인","","2933","2915",
"용신동","50~54세","등록외국인","","73","69",
"용신동","55~59세","계","","2874","2887",
"용신동","55~59세","한국인","","2790","2815",
"용신동","55~59세","등록외국인","","84","72",
"용신동","60~64세","계","","2845","2827",
"용신동","60~64세","한국인","","2764","2737",
"용신동","60~64세","등록외국인","","81","90",
"용신동","65~69세","계","","2386","2415",
"용신동","65~69세","한국인","","2346","2371",
"용신동","65~69세","등록외국인","","40","44",
"용신동","70~74세","계","","1600","1657",
"용신동","70~74세","한국인","","1587","1642",
"용신동","70~74세","등록외국인","","13","15",
"용신동","75~79세","계","","1262","1268",
"용신동","75~79세","한국인","","1258","1261",
"용신동","75~79세","등록외국인","","4","7",
"용신동","80~84세","계","","975","976",
"용신동","80~84세","한국인","","972","974",
"용신동","80~84세","등록외국인","","3","2",
"용신동","85~89세","계","","520","534",
"용신동","85~89세","한국인","","518","531",
"용신동","85~89세","등록외국인","","2","3",
"용신동","90~94세","계","","153","161",
"용신동","90~94세","한국인","","152","160",
"용신동","90~94세","등록외국인","","1","1",
"용신동","95~99세","계","","34","37",
"용신동","95~99세","한국인","","34","37",
"용신동","95~99세","등록외국인","","-","-",
"용신동","100세 이상","계","","4","4",
"용신동","100세 이상","한국인","","4","4",
"용신동","100세 이상","등록외국인","","-","-",
"제기동","합계","계","","25461","25491",
"제기동","합계","한국인","","22895","22886",
"제기동","합계","등록외국인","","2566","2605",
"제기동","0~4세","계","","372","360",
"제기동","0~4세","한국인","","346","337",
"제기동","0~4세","등록외국인","","26","23",
"제기동","5~9세","계","","381","374",
"제기동","5~9세","한국인","","366","358",
"제기동","5~9세","등록외국인","","15","16",
"제기동","10~14세","계","","500","494",
"제기동","10~14세","한국인","","488","480",
"제기동","10~14세","등록외국인","","12","14",
"제기동","15~19세","계","","885","786",
"제기동","15~19세","한국인","","658","672",
"제기동","15~19세","등록외국인","","227","114",
"제기동","20~24세","계","","3061","3049",
"제기동","20~24세","한국인","","1938","1939",
"제기동","20~24세","등록외국인","","1123","1110",
"제기동","25~29세","계","","3006","3132",
"제기동","25~29세","한국인","","2412","2425",
"제기동","25~29세","등록외국인","","594","707",
"제기동","30~34세","계","","1994","2047",
"제기동","30~34세","한국인","","1793","1802",
"제기동","30~34세","등록외국인","","201","245",
"제기동","35~39세","계","","1386","1387",
"제기동","35~39세","한국인","","1286","1289",
"제기동","35~39세","등록외국인","","100","98",
"제기동","40~44세","계","","1310","1311",
"제기동","40~44세","한국인","","1260","1258",
"제기동","40~44세","등록외국인","","50","53",
"제기동","45~49세","계","","1287","1269",
"제기동","45~49세","한국인","","1236","1219",
"제기동","45~49세","등록외국인","","51","50",
"제기동","50~54세","계","","1721","1678",
"제기동","50~54세","한국인","","1664","1624",
"제기동","50~54세","등록외국인","","57","54",
"제기동","55~59세","계","","1815","1832",
"제기동","55~59세","한국인","","1761","1782",
"제기동","55~59세","등록외국인","","54","50",
"제기동","60~64세","계","","1868","1842",
"제기동","60~64세","한국인","","1842","1801",
"제기동","60~64세","등록외국인","","26","41",
"제기동","65~69세","계","","1889","1882",
"제기동","65~69세","한국인","","1868","1865",
"제기동","65~69세","등록외국인","","21","17",
"제기동","70~74세","계","","1343","1374",
"제기동","70~74세","한국인","","1336","1365",
"제기동","70~74세","등록외국인","","7","9",
"제기동","75~79세","계","","1130","1154",
"제기동","75~79세","한국인","","1129","1151",
"제기동","75~79세","등록외국인","","1","3",
"제기동","80~84세","계","","883","870",
"제기동","80~84세","한국인","","883","870",
"제기동","80~84세","등록외국인","","-","-",
"제기동","85~89세","계","","462","478",
"제기동","85~89세","한국인","","461","478",
"제기동","85~89세","등록외국인","","1","-",
"제기동","90~94세","계","","141","142",
"제기동","90~94세","한국인","","141","141",
"제기동","90~94세","등록외국인","","-","1",
"제기동","95~99세","계","","23","24",
"제기동","95~99세","한국인","","23","24",
"제기동","95~99세","등록외국인","","-","-",
"제기동","100세 이상","계","","4","6",
"제기동","100세 이상","한국인","","4","6",
"제기동","100세 이상","등록외국인","","-","-",
"전농1동","합계","계","","33761","33622",
"전농1동","합계","한국인","","32864","32742",
"전농1동","합계","등록외국인","","897","880",
"전농1동","0~4세","계","","853","839",
"전농1동","0~4세","한국인","","827","821",
"전농1동","0~4세","등록외국인","","26","18",
"전농1동","5~9세","계","","1096","1044",
"전농1동","5~9세","한국인","","1079","1024",
"전농1동","5~9세","등록외국인","","17","20",
"전농1동","10~14세","계","","1057","1083",
"전농1동","10~14세","한국인","","1047","1068",
"전농1동","10~14세","등록외국인","","10","15",
"전농1동","15~19세","계","","1120","1115",
"전농1동","15~19세","한국인","","1069","1096",
"전농1동","15~19세","등록외국인","","51","19",
"전농1동","20~24세","계","","2492","2423",
"전농1동","20~24세","한국인","","2253","2212",
"전농1동","20~24세","등록외국인","","239","211",
"전농1동","25~29세","계","","2903","2881",
"전농1동","25~29세","한국인","","2707","2667",
"전농1동","25~29세","등록외국인","","196","214",
"전농1동","30~34세","계","","2660","2662",
"전농1동","30~34세","한국인","","2568","2557",
"전농1동","30~34세","등록외국인","","92","105",
"전농1동","35~39세","계","","2245","2245",
"전농1동","35~39세","한국인","","2178","2171",
"전농1동","35~39세","등록외국인","","67","74",
"전농1동","40~44세","계","","2555","2497",
"전농1동","40~44세","한국인","","2512","2448",
"전농1동","40~44세","등록외국인","","43","49",
"전농1동","45~49세","계","","2282","2280",
"전농1동","45~49세","한국인","","2251","2250",
"전농1동","45~49세","등록외국인","","31","30",
"전농1동","50~54세","계","","2796","2783",
"전농1동","50~54세","한국인","","2775","2760",
"전농1동","50~54세","등록외국인","","21","23",
"전농1동","55~59세","계","","2675","2661",
"전농1동","55~59세","한국인","","2631","2624",
"전농1동","55~59세","등록외국인","","44","37",
"전농1동","60~64세","계","","2567","2553",
"전농1동","60~64세","한국인","","2541","2527",
"전농1동","60~64세","등록외국인","","26","26",
"전농1동","65~69세","계","","2263","2255",
"전농1동","65~69세","한국인","","2245","2233",
"전농1동","65~69세","등록외국인","","18","22",
"전농1동","70~74세","계","","1450","1529",
"전농1동","70~74세","한국인","","1444","1522",
"전농1동","70~74세","등록외국인","","6","7",
"전농1동","75~79세","계","","1220","1217",
"전농1동","75~79세","한국인","","1215","1212",
"전농1동","75~79세","등록외국인","","5","5",
"전농1동","80~84세","계","","852","860",
"전농1동","80~84세","한국인","","850","859",
"전농1동","80~84세","등록외국인","","2","1",
"전농1동","85~89세","계","","477","492",
"전농1동","85~89세","한국인","","475","489",
"전농1동","85~89세","등록외국인","","2","3",
"전농1동","90~94세","계","","164","168",
"전농1동","90~94세","한국인","","164","168",
"전농1동","90~94세","등록외국인","","-","-",
"전농1동","95~99세","계","","28","29",
"전농1동","95~99세","한국인","","27","28",
"전농1동","95~99세","등록외국인","","1","1",
"전농1동","100세 이상","계","","6","6",
"전농1동","100세 이상","한국인","","6","6",
"전농1동","100세 이상","등록외국인","","-","-",
"전농2동","합계","계","","18117","18115",
"전농2동","합계","한국인","","17664","17600",
"전농2동","합계","등록외국인","","453","515",
"전농2동","0~4세","계","","389","375",
"전농2동","0~4세","한국인","","386","373",
"전농2동","0~4세","등록외국인","","3","2",
"전농2동","5~9세","계","","533","517",
"전농2동","5~9세","한국인","","528","509",
"전농2동","5~9세","등록외국인","","5","8",
"전농2동","10~14세","계","","717","693",
"전농2동","10~14세","한국인","","714","690",
"전농2동","10~14세","등록외국인","","3","3",
"전농2동","15~19세","계","","796","777",
"전농2동","15~19세","한국인","","763","759",
"전농2동","15~19세","등록외국인","","33","18",
"전농2동","20~24세","계","","1064","1073",
"전농2동","20~24세","한국인","","922","922",
"전농2동","20~24세","등록외국인","","142","151",
"전농2동","25~29세","계","","1073","1116",
"전농2동","25~29세","한국인","","990","1004",
"전농2동","25~29세","등록외국인","","83","112",
"전농2동","30~34세","계","","1156","1179",
"전농2동","30~34세","한국인","","1085","1087",
"전농2동","30~34세","등록외국인","","71","92",
"전농2동","35~39세","계","","1081","1076",
"전농2동","35~39세","한국인","","1033","1018",
"전농2동","35~39세","등록외국인","","48","58",
"전농2동","40~44세","계","","1253","1236",
"전농2동","40~44세","한국인","","1229","1210",
"전농2동","40~44세","등록외국인","","24","26",
"전농2동","45~49세","계","","1334","1299",
"전농2동","45~49세","한국인","","1325","1288",
"전농2동","45~49세","등록외국인","","9","11",
"전농2동","50~54세","계","","1613","1596",
"전농2동","50~54세","한국인","","1601","1585",
"전농2동","50~54세","등록외국인","","12","11",
"전농2동","55~59세","계","","1494","1528",
"전농2동","55~59세","한국인","","1484","1518",
"전농2동","55~59세","등록외국인","","10","10",
"전농2동","60~64세","계","","1503","1498",
"전농2동","60~64세","한국인","","1496","1490",
"전농2동","60~64세","등록외국인","","7","8",
"전농2동","65~69세","계","","1372","1381",
"전농2동","65~69세","한국인","","1371","1378",
"전농2동","65~69세","등록외국인","","1","3",
"전농2동","70~74세","계","","971","993",
"전농2동","70~74세","한국인","","969","991",
"전농2동","70~74세","등록외국인","","2","2",
"전농2동","75~79세","계","","754","744",
"전농2동","75~79세","한국인","","754","744",
"전농2동","75~79세","등록외국인","","-","-",
"전농2동","80~84세","계","","592","595",
"전농2동","80~84세","한국인","","592","595",
"전농2동","80~84세","등록외국인","","-","-",
"전농2동","85~89세","계","","314","326",
"전농2동","85~89세","한국인","","314","326",
"전농2동","85~89세","등록외국인","","-","-",
"전농2동","90~94세","계","","86","93",
"전농2동","90~94세","한국인","","86","93",
"전농2동","90~94세","등록외국인","","-","-",
"전농2동","95~99세","계","","19","17",
"전농2동","95~99세","한국인","","19","17",
"전농2동","95~99세","등록외국인","","-","-",
"전농2동","100세 이상","계","","3","3",
"전농2동","100세 이상","한국인","","3","3",
"전농2동","100세 이상","등록외국인","","-","-",
"답십리2동","합계","계","","27438","27290",
"답십리2동","합계","한국인","","27059","26942",
"답십리2동","합계","등록외국인","","379","348",
"답십리2동","0~4세","계","","729","734",
"답십리2동","0~4세","한국인","","721","727",
"답십리2동","0~4세","등록외국인","","8","7",
"답십리2동","5~9세","계","","767","743",
"답십리2동","5~9세","한국인","","758","732",
"답십리2동","5~9세","등록외국인","","9","11",
"답십리2동","10~14세","계","","798","773",
"답십리2동","10~14세","한국인","","794","767",
"답십리2동","10~14세","등록외국인","","4","6",
"답십리2동","15~19세","계","","885","882",
"답십리2동","15~19세","한국인","","871","875",
"답십리2동","15~19세","등록외국인","","14","7",
"답십리2동","20~24세","계","","1317","1249",
"답십리2동","20~24세","한국인","","1240","1202",
"답십리2동","20~24세","등록외국인","","77","47",
"답십리2동","25~29세","계","","1804","1768",
"답십리2동","25~29세","한국인","","1738","1706",
"답십리2동","25~29세","등록외국인","","66","62",
"답십리2동","30~34세","계","","2263","2250",
"답십리2동","30~34세","한국인","","2216","2207",
"답십리2동","30~34세","등록외국인","","47","43",
"답십리2동","35~39세","계","","2092","2088",
"답십리2동","35~39세","한국인","","2053","2044",
"답십리2동","35~39세","등록외국인","","39","44",
"답십리2동","40~44세","계","","1952","1964",
"답십리2동","40~44세","한국인","","1928","1938",
"답십리2동","40~44세","등록외국인","","24","26",
"답십리2동","45~49세","계","","1748","1737",
"답십리2동","45~49세","한국인","","1724","1711",
"답십리2동","45~49세","등록외국인","","24","26",
"답십리2동","50~54세","계","","2198","2173",
"답십리2동","50~54세","한국인","","2179","2159",
"답십리2동","50~54세","등록외국인","","19","14",
"답십리2동","55~59세","계","","2292","2281",
"답십리2동","55~59세","한국인","","2268","2255",
"답십리2동","55~59세","등록외국인","","24","26",
"답십리2동","60~64세","계","","2361","2337",
"답십리2동","60~64세","한국인","","2344","2315",
"답십리2동","60~64세","등록외국인","","17","22",
"답십리2동","65~69세","계","","2098","2089",
"답십리2동","65~69세","한국인","","2094","2085",
"답십리2동","65~69세","등록외국인","","4","4",
"답십리2동","70~74세","계","","1519","1562",
"답십리2동","70~74세","한국인","","1518","1561",
"답십리2동","70~74세","등록외국인","","1","1",
"답십리2동","75~79세","계","","1124","1141",
"답십리2동","75~79세","한국인","","1123","1140",
"답십리2동","75~79세","등록외국인","","1","1",
"답십리2동","80~84세","계","","894","906",
"답십리2동","80~84세","한국인","","894","906",
"답십리2동","80~84세","등록외국인","","-","-",
"답십리2동","85~89세","계","","431","441",
"답십리2동","85~89세","한국인","","431","441",
"답십리2동","85~89세","등록외국인","","-","-",
"답십리2동","90~94세","계","","134","138",
"답십리2동","90~94세","한국인","","134","138",
"답십리2동","90~94세","등록외국인","","-","-",
"답십리2동","95~99세","계","","31","32",
"답십리2동","95~99세","한국인","","30","31",
"답십리2동","95~99세","등록외국인","","1","1",
"답십리2동","100세 이상","계","","1","2",
"답십리2동","100세 이상","한국인","","1","2",
"답십리2동","100세 이상","등록외국인","","-","-",
"장안1동","합계","계","","37868","37814",
"장안1동","합계","한국인","","37110","37026",
"장안1동","합계","등록외국인","","758","788",
"장안1동","0~4세","계","","865","829",
"장안1동","0~4세","한국인","","846","815",
"장안1동","0~4세","등록외국인","","19","14",
"장안1동","5~9세","계","","1103","1063",
"장안1동","5~9세","한국인","","1082","1044",
"장안1동","5~9세","등록외국인","","21","19",
"장안1동","10~14세","계","","1265","1253",
"장안1동","10~14세","한국인","","1251","1235",
"장안1동","10~14세","등록외국인","","14","18",
"장안1동","15~19세","계","","1254","1244",
"장안1동","15~19세","한국인","","1230","1216",
"장안1동","15~19세","등록외국인","","24","28",
"장안1동","20~24세","계","","1845","1821",
"장안1동","20~24세","한국인","","1715","1704",
"장안1동","20~24세","등록외국인","","130","117",
"장안1동","25~29세","계","","3058","3098",
"장안1동","25~29세","한국인","","2924","2938",
"장안1동","25~29세","등록외국인","","134","160",
"장안1동","30~34세","계","","3315","3328",
"장안1동","30~34세","한국인","","3228","3244",
"장안1동","30~34세","등록외국인","","87","84",
"장안1동","35~39세","계","","2810","2815",
"장안1동","35~39세","한국인","","2736","2736",
"장안1동","35~39세","등록외국인","","74","79",
"장안1동","40~44세","계","","3093","3036",
"장안1동","40~44세","한국인","","3045","2987",
"장안1동","40~44세","등록외국인","","48","49",
"장안1동","45~49세","계","","2886","2871",
"장안1동","45~49세","한국인","","2843","2820",
"장안1동","45~49세","등록외국인","","43","51",
"장안1동","50~54세","계","","3036","3018",
"장안1동","50~54세","한국인","","2986","2972",
"장안1동","50~54세","등록외국인","","50","46",
"장안1동","55~59세","계","","2839","2850",
"장안1동","55~59세","한국인","","2780","2790",
"장안1동","55~59세","등록외국인","","59","60",
"장안1동","60~64세","계","","2971","2925",
"장안1동","60~64세","한국인","","2940","2893",
"장안1동","60~64세","등록외국인","","31","32",
"장안1동","65~69세","계","","2761","2742",
"장안1동","65~69세","한국인","","2751","2726",
"장안1동","65~69세","등록외국인","","10","16",
"장안1동","70~74세","계","","1900","1987",
"장안1동","70~74세","한국인","","1891","1977",
"장안1동","70~74세","등록외국인","","9","10",
"장안1동","75~79세","계","","1409","1435",
"장안1동","75~79세","한국인","","1407","1433",
"장안1동","75~79세","등록외국인","","2","2",
"장안1동","80~84세","계","","912","944",
"장안1동","80~84세","한국인","","912","944",
"장안1동","80~84세","등록외국인","","-","-",
"장안1동","85~89세","계","","384","390",
"장안1동","85~89세","한국인","","381","388",
"장안1동","85~89세","등록외국인","","3","2",
"장안1동","90~94세","계","","135","141",
"장안1동","90~94세","한국인","","135","140",
"장안1동","90~94세","등록외국인","","-","1",
"장안1동","95~99세","계","","20","20",
"장안1동","95~99세","한국인","","20","20",
"장안1동","95~99세","등록외국인","","-","-",
"장안1동","100세 이상","계","","7","4",
"장안1동","100세 이상","한국인","","7","4",
"장안1동","100세 이상","등록외국인","","-","-",
"장안2동","합계","계","","33304","33361",
"장안2동","합계","한국인","","32917","32958",
"장안2동","합계","등록외국인","","387","403",
"장안2동","0~4세","계","","1002","970",
"장안2동","0~4세","한국인","","995","964",
"장안2동","0~4세","등록외국인","","7","6",
"장안2동","5~9세","계","","1436","1429",
"장안2동","5~9세","한국인","","1426","1423",
"장안2동","5~9세","등록외국인","","10","6",
"장안2동","10~14세","계","","1500","1490",
"장안2동","10~14세","한국인","","1494","1481",
"장안2동","10~14세","등록외국인","","6","9",
"장안2동","15~19세","계","","1386","1399",
"장안2동","15~19세","한국인","","1376","1390",
"장안2동","15~19세","등록외국인","","10","9",
"장안2동","20~24세","계","","1593","1584",
"장안2동","20~24세","한국인","","1540","1533",
"장안2동","20~24세","등록외국인","","53","51",
"장안2동","25~29세","계","","2215","2203",
"장안2동","25~29세","한국인","","2155","2136",
"장안2동","25~29세","등록외국인","","60","67",
"장안2동","30~34세","계","","2468","2473",
"장안2동","30~34세","한국인","","2420","2419",
"장안2동","30~34세","등록외국인","","48","54",
"장안2동","35~39세","계","","2462","2452",
"장안2동","35~39세","한국인","","2407","2396",
"장안2동","35~39세","등록외국인","","55","56",
"장안2동","40~44세","계","","3065","3056",
"장안2동","40~44세","한국인","","3022","3011",
"장안2동","40~44세","등록외국인","","43","45",
"장안2동","45~49세","계","","2708","2688",
"장안2동","45~49세","한국인","","2689","2666",
"장안2동","45~49세","등록외국인","","19","22",
"장안2동","50~54세","계","","2677","2726",
"장안2동","50~54세","한국인","","2651","2704",
"장안2동","50~54세","등록외국인","","26","22",
"장안2동","55~59세","계","","2407","2415",
"장안2동","55~59세","한국인","","2382","2390",
"장안2동","55~59세","등록외국인","","25","25",
"장안2동","60~64세","계","","2306","2305",
"장안2동","60~64세","한국인","","2290","2284",
"장안2동","60~64세","등록외국인","","16","21",
"장안2동","65~69세","계","","2245","2230",
"장안2동","65~69세","한국인","","2241","2225",
"장안2동","65~69세","등록외국인","","4","5",
"장안2동","70~74세","계","","1503","1577",
"장안2동","70~74세","한국인","","1500","1574",
"장안2동","70~74세","등록외국인","","3","3",
"장안2동","75~79세","계","","1139","1148",
"장안2동","75~79세","한국인","","1138","1147",
"장안2동","75~79세","등록외국인","","1","1",
"장안2동","80~84세","계","","735","760",
"장안2동","80~84세","한국인","","734","759",
"장안2동","80~84세","등록외국인","","1","1",
"장안2동","85~89세","계","","323","317",
"장안2동","85~89세","한국인","","323","317",
"장안2동","85~89세","등록외국인","","-","-",
"장안2동","90~94세","계","","117","124",
"장안2동","90~94세","한국인","","117","124",
"장안2동","90~94세","등록외국인","","-","-",
"장안2동","95~99세","계","","15","14",
"장안2동","95~99세","한국인","","15","14",
"장안2동","95~99세","등록외국인","","-","-",
"장안2동","100세 이상","계","","2","1",
"장안2동","100세 이상","한국인","","2","1",
"장안2동","100세 이상","등록외국인","","-","-",
"이문1동","합계","계","","20300","24403",
"이문1동","합계","한국인","","16546","20881",
"이문1동","합계","등록외국인","","3754","3522",
"이문1동","0~4세","계","","239","615",
"이문1동","0~4세","한국인","","204","587",
"이문1동","0~4세","등록외국인","","35","28",
"이문1동","5~9세","계","","320","539",
"이문1동","5~9세","한국인","","309","520",
"이문1동","5~9세","등록외국인","","11","19",
"이문1동","10~14세","계","","415","595",
"이문1동","10~14세","한국인","","407","585",
"이문1동","10~14세","등록외국인","","8","10",
"이문1동","15~19세","계","","882","1071",
"이문1동","15~19세","한국인","","629","991",
"이문1동","15~19세","등록외국인","","253","80",
"이문1동","20~24세","계","","4633","4710",
"이문1동","20~24세","한국인","","2785","3156",
"이문1동","20~24세","등록외국인","","1848","1554",
"이문1동","25~29세","계","","3181","3434",
"이문1동","25~29세","한국인","","2183","2270",
"이문1동","25~29세","등록외국인","","998","1164",
"이문1동","30~34세","계","","1417","1997",
"이문1동","30~34세","한국인","","1155","1692",
"이문1동","30~34세","등록외국인","","262","305",
"이문1동","35~39세","계","","849","1442",
"이문1동","35~39세","한국인","","730","1301",
"이문1동","35~39세","등록외국인","","119","141",
"이문1동","40~44세","계","","922","1352",
"이문1동","40~44세","한국인","","853","1284",
"이문1동","40~44세","등록외국인","","69","68",
"이문1동","45~49세","계","","952","1275",
"이문1동","45~49세","한국인","","902","1220",
"이문1동","45~49세","등록외국인","","50","55",
"이문1동","50~54세","계","","1203","1556",
"이문1동","50~54세","한국인","","1171","1527",
"이문1동","50~54세","등록외국인","","32","29",
"이문1동","55~59세","계","","1108","1329",
"이문1동","55~59세","한국인","","1077","1295",
"이문1동","55~59세","등록외국인","","31","34",
"이문1동","60~64세","계","","1006","1124",
"이문1동","60~64세","한국인","","982","1108",
"이문1동","60~64세","등록외국인","","24","16",
"이문1동","65~69세","계","","961","1085",
"이문1동","65~69세","한국인","","954","1072",
"이문1동","65~69세","등록외국인","","7","13",
"이문1동","70~74세","계","","673","712",
"이문1동","70~74세","한국인","","671","711",
"이문1동","70~74세","등록외국인","","2","1",
"이문1동","75~79세","계","","608","619",
"이문1동","75~79세","한국인","","606","616",
"이문1동","75~79세","등록외국인","","2","3",
"이문1동","80~84세","계","","544","540",
"이문1동","80~84세","한국인","","542","539",
"이문1동","80~84세","등록외국인","","2","1",
"이문1동","85~89세","계","","287","292",
"이문1동","85~89세","한국인","","286","292",
"이문1동","85~89세","등록외국인","","1","-",
"이문1동","90~94세","계","","76","92",
"이문1동","90~94세","한국인","","76","91",
"이문1동","90~94세","등록외국인","","-","1",
"이문1동","95~99세","계","","20","20",
"이문1동","95~99세","한국인","","20","20",
"이문1동","95~99세","등록외국인","","-","-",
"이문1동","100세 이상","계","","4","4",
"이문1동","100세 이상","한국인","","4","4",
"이문1동","100세 이상","등록외국인","","-","-",
"이문2동","합계","계","","19732","19288",
"이문2동","합계","한국인","","19030","18592",
"이문2동","합계","등록외국인","","702","696",
"이문2동","0~4세","계","","406","392",
"이문2동","0~4세","한국인","","396","385",
"이문2동","0~4세","등록외국인","","10","7",
"이문2동","5~9세","계","","583","567",
"이문2동","5~9세","한국인","","565","550",
"이문2동","5~9세","등록외국인","","18","17",
"이문2동","10~14세","계","","723","680",
"이문2동","10~14세","한국인","","720","676",
"이문2동","10~14세","등록외국인","","3","4",
"이문2동","15~19세","계","","855","815",
"이문2동","15~19세","한국인","","809","802",
"이문2동","15~19세","등록외국인","","46","13",
"이문2동","20~24세","계","","1529","1494",
"이문2동","20~24세","한국인","","1257","1216",
"이문2동","20~24세","등록외국인","","272","278",
"이문2동","25~29세","계","","1431","1436",
"이문2동","25~29세","한국인","","1280","1262",
"이문2동","25~29세","등록외국인","","151","174",
"이문2동","30~34세","계","","1208","1192",
"이문2동","30~34세","한국인","","1156","1142",
"이문2동","30~34세","등록외국인","","52","50",
"이문2동","35~39세","계","","1157","1097",
"이문2동","35~39세","한국인","","1113","1055",
"이문2동","35~39세","등록외국인","","44","42",
"이문2동","40~44세","계","","1332","1306",
"이문2동","40~44세","한국인","","1307","1273",
"이문2동","40~44세","등록외국인","","25","33",
"이문2동","45~49세","계","","1341","1286",
"이문2동","45~49세","한국인","","1324","1268",
"이문2동","45~49세","등록외국인","","17","18",
"이문2동","50~54세","계","","1699","1633",
"이문2동","50~54세","한국인","","1686","1621",
"이문2동","50~54세","등록외국인","","13","12",
"이문2동","55~59세","계","","1615","1621",
"이문2동","55~59세","한국인","","1591","1598",
"이문2동","55~59세","등록외국인","","24","23",
"이문2동","60~64세","계","","1428","1415",
"이문2동","60~64세","한국인","","1414","1404",
"이문2동","60~64세","등록외국인","","14","11",
"이문2동","65~69세","계","","1444","1360",
"이문2동","65~69세","한국인","","1436","1352",
"이문2동","65~69세","등록외국인","","8","8",
"이문2동","70~74세","계","","1036","1060",
"이문2동","70~74세","한국인","","1034","1057",
"이문2동","70~74세","등록외국인","","2","3",
"이문2동","75~79세","계","","885","864",
"이문2동","75~79세","한국인","","884","863",
"이문2동","75~79세","등록외국인","","1","1",
"이문2동","80~84세","계","","651","647",
"이문2동","80~84세","한국인","","650","646",
"이문2동","80~84세","등록외국인","","1","1",
"이문2동","85~89세","계","","305","314",
"이문2동","85~89세","한국인","","304","313",
"이문2동","85~89세","등록외국인","","1","1",
"이문2동","90~94세","계","","82","84",
"이문2동","90~94세","한국인","","82","84",
"이문2동","90~94세","등록외국인","","-","-",
"이문2동","95~99세","계","","20","22",
"이문2동","95~99세","한국인","","20","22",
"이문2동","95~99세","등록외국인","","-","-",
"이문2동","100세 이상","계","","2","3",
"이문2동","100세 이상","한국인","","2","3",
"이문2동","100세 이상","등록외국인","","-","-",
"답십리1동","합계","계","","28279","28174",
"답십리1동","합계","한국인","","27835","27731",
"답십리1동","합계","등록외국인","","444","443",
"답십리1동","0~4세","계","","959","933",
"답십리1동","0~4세","한국인","","950","924",
"답십리1동","0~4세","등록외국인","","9","9",
"답십리1동","5~9세","계","","1224","1157",
"답십리1동","5~9세","한국인","","1208","1145",
"답십리1동","5~9세","등록외국인","","16","12",
"답십리1동","10~14세","계","","1058","1068",
"답십리1동","10~14세","한국인","","1051","1056",
"답십리1동","10~14세","등록외국인","","7","12",
"답십리1동","15~19세","계","","876","880",
"답십리1동","15~19세","한국인","","870","874",
"답십리1동","15~19세","등록외국인","","6","6",
"답십리1동","20~24세","계","","1538","1490",
"답십리1동","20~24세","한국인","","1468","1439",
"답십리1동","20~24세","등록외국인","","70","51",
"답십리1동","25~29세","계","","2354","2373",
"답십리1동","25~29세","한국인","","2273","2274",
"답십리1동","25~29세","등록외국인","","81","99",
"답십리1동","30~34세","계","","2611","2629",
"답십리1동","30~34세","한국인","","2562","2580",
"답십리1동","30~34세","등록외국인","","49","49",
"답십리1동","35~39세","계","","2424","2394",
"답십리1동","35~39세","한국인","","2375","2344",
"답십리1동","35~39세","등록외국인","","49","50",
"답십리1동","40~44세","계","","2655","2636",
"답십리1동","40~44세","한국인","","2625","2602",
"답십리1동","40~44세","등록외국인","","30","34",
"답십리1동","45~49세","계","","2026","1992",
