"동별","연령별","항목","단위","2024. 4/4","2025. 1/4",
"신원동","85~89세","등록외국인","","-","-",
"신원동","90~94세","계","","69","72",
"신원동","90~94세","한국인","","67","71",
"신원동","90~94세","등록외국인","","2","1",
"신원동","95~99세","계","","12","11",
"신원동","95~99세","한국인","","12","10",
"신원동","95~99세","등록외국인","","-","1",
"신원동","100세 이상","계","","3","2",
"신원동","100세 이상","한국인","","3","2",
"신원동","100세 이상","등록외국인","","-","-",
"서림동","합계","계","","24669","24768",
"서림동","합계","한국인","","23209","23342",
"서림동","합계","등록외국인","","1460","1426",
"서림동","0~4세","계","","220","231",
"서림동","0~4세","한국인","","216","224",
"서림동","0~4세","등록외국인","","4","7",
"서림동","5~9세","계","","339","313",
"서림동","5~9세","한국인","","337","309",
"서림동","5~9세","등록외국인","","2","4",
"서림동","10~14세","계","","389","399",
"서림동","10~14세","한국인","","385","395",
"서림동","10~14세","등록외국인","","4","4",
"서림동","15~19세","계","","688","613",
"서림동","15~19세","한국인","","518","543",
"서림동","15~19세","등록외국인","","170","70",
"서림동","20~24세","계","","2306","2385",
"서림동","20~24세","한국인","","1811","1909",
"서림동","20~24세","등록외국인","","495","476",
"서림동","25~29세","계","","3997","4032",
"서림동","25~29세","한국인","","3577","3591",
"서림동","25~29세","등록외국인","","420","441",
"서림동","30~34세","계","","3197","3237",
"서림동","30~34세","한국인","","3042","3056",
"서림동","30~34세","등록외국인","","155","181",
"서림동","35~39세","계","","1903","1919",
"서림동","35~39세","한국인","","1820","1819",
"서림동","35~39세","등록외국인","","83","100",
"서림동","40~44세","계","","1708","1675",
"서림동","40~44세","한국인","","1672","1630",
"서림동","40~44세","등록외국인","","36","45",
"서림동","45~49세","계","","1402","1412",
"서림동","45~49세","한국인","","1374","1384",
"서림동","45~49세","등록외국인","","28","28",
"서림동","50~54세","계","","1577","1568",
"서림동","50~54세","한국인","","1558","1548",
"서림동","50~54세","등록외국인","","19","20",
"서림동","55~59세","계","","1488","1471",
"서림동","55~59세","한국인","","1466","1448",
"서림동","55~59세","등록외국인","","22","23",
"서림동","60~64세","계","","1489","1465",
"서림동","60~64세","한국인","","1476","1448",
"서림동","60~64세","등록외국인","","13","17",
"서림동","65~69세","계","","1323","1347",
"서림동","65~69세","한국인","","1319","1343",
"서림동","65~69세","등록외국인","","4","4",
"서림동","70~74세","계","","1021","1056",
"서림동","70~74세","한국인","","1018","1052",
"서림동","70~74세","등록외국인","","3","4",
"서림동","75~79세","계","","732","742",
"서림동","75~79세","한국인","","730","740",
"서림동","75~79세","등록외국인","","2","2",
"서림동","80~84세","계","","529","534",
"서림동","80~84세","한국인","","529","534",
"서림동","80~84세","등록외국인","","-","-",
"서림동","85~89세","계","","263","272",
"서림동","85~89세","한국인","","263","272",
"서림동","85~89세","등록외국인","","-","-",
"서림동","90~94세","계","","68","73",
"서림동","90~94세","한국인","","68","73",
"서림동","90~94세","등록외국인","","-","-",
"서림동","95~99세","계","","25","22",
"서림동","95~99세","한국인","","25","22",
"서림동","95~99세","등록외국인","","-","-",
"서림동","100세 이상","계","","5","2",
"서림동","100세 이상","한국인","","5","2",
"서림동","100세 이상","등록외국인","","-","-",
"신사동","합계","계","","24405","24480",
"신사동","합계","한국인","","22171","22224",
"신사동","합계","등록외국인","","2234","2256",
"신사동","0~4세","계","","215","188",
"신사동","0~4세","한국인","","175","166",
"신사동","0~4세","등록외국인","","40","22",
"신사동","5~9세","계","","365","344",
"신사동","5~9세","한국인","","296","274",
"신사동","5~9세","등록외국인","","69","70",
"신사동","10~14세","계","","402","420",
"신사동","10~14세","한국인","","357","373",
"신사동","10~14세","등록외국인","","45","47",
"신사동","15~19세","계","","585","583",
"신사동","15~19세","한국인","","533","537",
"신사동","15~19세","등록외국인","","52","46",
"신사동","20~24세","계","","1873","1846",
"신사동","20~24세","한국인","","1727","1706",
"신사동","20~24세","등록외국인","","146","140",
"신사동","25~29세","계","","4344","4364",
"신사동","25~29세","한국인","","4141","4160",
"신사동","25~29세","등록외국인","","203","204",
"신사동","30~34세","계","","3065","3129",
"신사동","30~34세","한국인","","2923","2985",
"신사동","30~34세","등록외국인","","142","144",
"신사동","35~39세","계","","1580","1613",
"신사동","35~39세","한국인","","1390","1432",
"신사동","35~39세","등록외국인","","190","181",
"신사동","40~44세","계","","1432","1402",
"신사동","40~44세","한국인","","1247","1204",
"신사동","40~44세","등록외국인","","185","198",
"신사동","45~49세","계","","1371","1372",
"신사동","45~49세","한국인","","1188","1186",
"신사동","45~49세","등록외국인","","183","186",
"신사동","50~54세","계","","1732","1688",
"신사동","50~54세","한국인","","1470","1451",
"신사동","50~54세","등록외국인","","262","237",
"신사동","55~59세","계","","1785","1794",
"신사동","55~59세","한국인","","1474","1484",
"신사동","55~59세","등록외국인","","311","310",
"신사동","60~64세","계","","1670","1661",
"신사동","60~64세","한국인","","1429","1395",
"신사동","60~64세","등록외국인","","241","266",
"신사동","65~69세","계","","1326","1361",
"신사동","65~69세","한국인","","1224","1231",
"신사동","65~69세","등록외국인","","102","130",
"신사동","70~74세","계","","985","1009",
"신사동","70~74세","한국인","","941","958",
"신사동","70~74세","등록외국인","","44","51",
"신사동","75~79세","계","","766","784",
"신사동","75~79세","한국인","","758","771",
"신사동","75~79세","등록외국인","","8","13",
"신사동","80~84세","계","","582","575",
"신사동","80~84세","한국인","","579","572",
"신사동","80~84세","등록외국인","","3","3",
"신사동","85~89세","계","","237","249",
"신사동","85~89세","한국인","","234","248",
"신사동","85~89세","등록외국인","","3","1",
"신사동","90~94세","계","","74","82",
"신사동","90~94세","한국인","","72","79",
"신사동","90~94세","등록외국인","","2","3",
"신사동","95~99세","계","","13","13",
"신사동","95~99세","한국인","","11","10",
"신사동","95~99세","등록외국인","","2","3",
"신사동","100세 이상","계","","3","3",
"신사동","100세 이상","한국인","","2","2",
"신사동","100세 이상","등록외국인","","1","1",
"신림동","합계","계","","24050","24249",
"신림동","합계","한국인","","22969","23101",
"신림동","합계","등록외국인","","1081","1148",
"신림동","0~4세","계","","114","108",
"신림동","0~4세","한국인","","108","99",
"신림동","0~4세","등록외국인","","6","9",
"신림동","5~9세","계","","124","113",
"신림동","5~9세","한국인","","116","105",
"신림동","5~9세","등록외국인","","8","8",
"신림동","10~14세","계","","122","120",
"신림동","10~14세","한국인","","119","115",
"신림동","10~14세","등록외국인","","3","5",
"신림동","15~19세","계","","306","334",
"신림동","15~19세","한국인","","275","314",
"신림동","15~19세","등록외국인","","31","20",
"신림동","20~24세","계","","2626","2650",
"신림동","20~24세","한국인","","2395","2445",
"신림동","20~24세","등록외국인","","231","205",
"신림동","25~29세","계","","6545","6504",
"신림동","25~29세","한국인","","6229","6152",
"신림동","25~29세","등록외국인","","316","352",
"신림동","30~34세","계","","4696","4845",
"신림동","30~34세","한국인","","4548","4654",
"신림동","30~34세","등록외국인","","148","191",
"신림동","35~39세","계","","2130","2132",
"신림동","35~39세","한국인","","2044","2043",
"신림동","35~39세","등록외국인","","86","89",
"신림동","40~44세","계","","1495","1487",
"신림동","40~44세","한국인","","1446","1437",
"신림동","40~44세","등록외국인","","49","50",
"신림동","45~49세","계","","1052","1070",
"신림동","45~49세","한국인","","1021","1032",
"신림동","45~49세","등록외국인","","31","38",
"신림동","50~54세","계","","1019","1020",
"신림동","50~54세","한국인","","977","986",
"신림동","50~54세","등록외국인","","42","34",
"신림동","55~59세","계","","878","889",
"신림동","55~59세","한국인","","824","833",
"신림동","55~59세","등록외국인","","54","56",
"신림동","60~64세","계","","820","827",
"신림동","60~64세","한국인","","784","780",
"신림동","60~64세","등록외국인","","36","47",
"신림동","65~69세","계","","709","706",
"신림동","65~69세","한국인","","684","680",
"신림동","65~69세","등록외국인","","25","26",
"신림동","70~74세","계","","513","530",
"신림동","70~74세","한국인","","507","521",
"신림동","70~74세","등록외국인","","6","9",
"신림동","75~79세","계","","430","436",
"신림동","75~79세","한국인","","426","433",
"신림동","75~79세","등록외국인","","4","3",
"신림동","80~84세","계","","292","289",
"신림동","80~84세","한국인","","290","286",
"신림동","80~84세","등록외국인","","2","3",
"신림동","85~89세","계","","137","142",
"신림동","85~89세","한국인","","135","141",
"신림동","85~89세","등록외국인","","2","1",
"신림동","90~94세","계","","34","39",
"신림동","90~94세","한국인","","33","37",
"신림동","90~94세","등록외국인","","1","2",
"신림동","95~99세","계","","7","7",
"신림동","95~99세","한국인","","7","7",
"신림동","95~99세","등록외국인","","-","-",
"신림동","100세 이상","계","","1","1",
"신림동","100세 이상","한국인","","1","1",
"신림동","100세 이상","등록외국인","","-","-",
"난향동","합계","계","","14739","14675",
"난향동","합계","한국인","","14618","14555",
"난향동","합계","등록외국인","","121","120",
"난향동","0~4세","계","","303","312",
"난향동","0~4세","한국인","","295","304",
"난향동","0~4세","등록외국인","","8","8",
"난향동","5~9세","계","","464","446",
"난향동","5~9세","한국인","","458","442",
"난향동","5~9세","등록외국인","","6","4",
"난향동","10~14세","계","","670","664",
"난향동","10~14세","한국인","","668","661",
"난향동","10~14세","등록외국인","","2","3",
"난향동","15~19세","계","","692","686",
"난향동","15~19세","한국인","","692","686",
"난향동","15~19세","등록외국인","","-","-",
"난향동","20~24세","계","","784","772",
"난향동","20~24세","한국인","","779","770",
"난향동","20~24세","등록외국인","","5","2",
"난향동","25~29세","계","","768","762",
"난향동","25~29세","한국인","","766","759",
"난향동","25~29세","등록외국인","","2","3",
"난향동","30~34세","계","","807","796",
"난향동","30~34세","한국인","","794","787",
"난향동","30~34세","등록외국인","","13","9",
"난향동","35~39세","계","","808","807",
"난향동","35~39세","한국인","","793","791",
"난향동","35~39세","등록외국인","","15","16",
"난향동","40~44세","계","","1128","1086",
"난향동","40~44세","한국인","","1111","1070",
"난향동","40~44세","등록외국인","","17","16",
"난향동","45~49세","계","","1260","1260",
"난향동","45~49세","한국인","","1253","1249",
"난향동","45~49세","등록외국인","","7","11",
"난향동","50~54세","계","","1525","1519",
"난향동","50~54세","한국인","","1514","1510",
"난향동","50~54세","등록외국인","","11","9",
"난향동","55~59세","계","","1265","1278",
"난향동","55~59세","한국인","","1249","1262",
"난향동","55~59세","등록외국인","","16","16",
"난향동","60~64세","계","","1180","1157",
"난향동","60~64세","한국인","","1167","1142",
"난향동","60~64세","등록외국인","","13","15",
"난향동","65~69세","계","","1045","1048",
"난향동","65~69세","한국인","","1043","1044",
"난향동","65~69세","등록외국인","","2","4",
"난향동","70~74세","계","","777","792",
"난향동","70~74세","한국인","","776","791",
"난향동","70~74세","등록외국인","","1","1",
"난향동","75~79세","계","","610","627",
"난향동","75~79세","한국인","","608","625",
"난향동","75~79세","등록외국인","","2","2",
"난향동","80~84세","계","","400","404",
"난향동","80~84세","한국인","","400","404",
"난향동","80~84세","등록외국인","","-","-",
"난향동","85~89세","계","","182","185",
"난향동","85~89세","한국인","","182","185",
"난향동","85~89세","등록외국인","","-","-",
"난향동","90~94세","계","","58","63",
"난향동","90~94세","한국인","","57","62",
"난향동","90~94세","등록외국인","","1","1",
"난향동","95~99세","계","","12","10",
"난향동","95~99세","한국인","","12","10",
"난향동","95~99세","등록외국인","","-","-",
"난향동","100세 이상","계","","1","1",
"난향동","100세 이상","한국인","","1","1",
"난향동","100세 이상","등록외국인","","-","-",
"조원동","합계","계","","21097","21191",
"조원동","합계","한국인","","19605","19666",
"조원동","합계","등록외국인","","1492","1525",
"조원동","0~4세","계","","402","403",
"조원동","0~4세","한국인","","382","382",
"조원동","0~4세","등록외국인","","20","21",
"조원동","5~9세","계","","324","313",
"조원동","5~9세","한국인","","299","290",
"조원동","5~9세","등록외국인","","25","23",
"조원동","10~14세","계","","374","370",
"조원동","10~14세","한국인","","350","344",
"조원동","10~14세","등록외국인","","24","26",
"조원동","15~19세","계","","457","451",
"조원동","15~19세","한국인","","425","427",
"조원동","15~19세","등록외국인","","32","24",
"조원동","20~24세","계","","1329","1375",
"조원동","20~24세","한국인","","1222","1281",
"조원동","20~24세","등록외국인","","107","94",
"조원동","25~29세","계","","3144","3163",
"조원동","25~29세","한국인","","3018","3025",
"조원동","25~29세","등록외국인","","126","138",
"조원동","30~34세","계","","2955","2962",
"조원동","30~34세","한국인","","2851","2852",
"조원동","30~34세","등록외국인","","104","110",
"조원동","35~39세","계","","1807","1821",
"조원동","35~39세","한국인","","1689","1694",
"조원동","35~39세","등록외국인","","118","127",
"조원동","40~44세","계","","1399","1369",
"조원동","40~44세","한국인","","1295","1264",
"조원동","40~44세","등록외국인","","104","105",
"조원동","45~49세","계","","1196","1220",
"조원동","45~49세","한국인","","1073","1110",
"조원동","45~49세","등록외국인","","123","110",
"조원동","50~54세","계","","1362","1324",
"조원동","50~54세","한국인","","1183","1159",
"조원동","50~54세","등록외국인","","179","165",
"조원동","55~59세","계","","1454","1440",
"조원동","55~59세","한국인","","1197","1190",
"조원동","55~59세","등록외국인","","257","250",
"조원동","60~64세","계","","1448","1463",
"조원동","60~64세","한국인","","1298","1271",
"조원동","60~64세","등록외국인","","150","192",
"조원동","65~69세","계","","1229","1243",
"조원동","65~69세","한국인","","1148","1157",
"조원동","65~69세","등록외국인","","81","86",
"조원동","70~74세","계","","869","905",
"조원동","70~74세","한국인","","842","869",
"조원동","70~74세","등록외국인","","27","36",
"조원동","75~79세","계","","631","639",
"조원동","75~79세","한국인","","624","630",
"조원동","75~79세","등록외국인","","7","9",
"조원동","80~84세","계","","428","431",
"조원동","80~84세","한국인","","424","426",
"조원동","80~84세","등록외국인","","4","5",
"조원동","85~89세","계","","212","213",
"조원동","85~89세","한국인","","208","210",
"조원동","85~89세","등록외국인","","4","3",
"조원동","90~94세","계","","57","66",
"조원동","90~94세","한국인","","57","65",
"조원동","90~94세","등록외국인","","-","1",
"조원동","95~99세","계","","16","16",
"조원동","95~99세","한국인","","16","16",
"조원동","95~99세","등록외국인","","-","-",
"조원동","100세 이상","계","","4","4",
"조원동","100세 이상","한국인","","4","4",
"조원동","100세 이상","등록외국인","","-","-",
"대학동","합계","계","","27940","28284",
"대학동","합계","한국인","","24378","24625",
"대학동","합계","등록외국인","","3562","3659",
"대학동","0~4세","계","","275","258",
"대학동","0~4세","한국인","","234","224",
"대학동","0~4세","등록외국인","","41","34",
"대학동","5~9세","계","","287","265",
"대학동","5~9세","한국인","","258","242",
"대학동","5~9세","등록외국인","","29","23",
"대학동","10~14세","계","","387","387",
"대학동","10~14세","한국인","","378","381",
"대학동","10~14세","등록외국인","","9","6",
"대학동","15~19세","계","","813","740",
"대학동","15~19세","한국인","","490","552",
"대학동","15~19세","등록외국인","","323","188",
"대학동","20~24세","계","","3517","3619",
"대학동","20~24세","한국인","","2278","2397",
"대학동","20~24세","등록외국인","","1239","1222",
"대학동","25~29세","계","","5170","5309",
"대학동","25~29세","한국인","","4144","4141",
"대학동","25~29세","등록외국인","","1026","1168",
"대학동","30~34세","계","","3688","3761",
"대학동","30~34세","한국인","","3173","3177",
"대학동","30~34세","등록외국인","","515","584",
"대학동","35~39세","계","","2149","2200",
"대학동","35~39세","한국인","","1971","1989",
"대학동","35~39세","등록외국인","","178","211",
"대학동","40~44세","계","","1836","1828",
"대학동","40~44세","한국인","","1729","1721",
"대학동","40~44세","등록외국인","","107","107",
"대학동","45~49세","계","","1588","1609",
"대학동","45~49세","한국인","","1555","1563",
"대학동","45~49세","등록외국인","","33","46",
"대학동","50~54세","계","","1790","1791",
"대학동","50~54세","한국인","","1770","1772",
"대학동","50~54세","등록외국인","","20","19",
"대학동","55~59세","계","","1545","1598",
"대학동","55~59세","한국인","","1528","1577",
"대학동","55~59세","등록외국인","","17","21",
"대학동","60~64세","계","","1422","1394",
"대학동","60~64세","한국인","","1405","1378",
"대학동","60~64세","등록외국인","","17","16",
"대학동","65~69세","계","","1227","1222",
"대학동","65~69세","한국인","","1222","1213",
"대학동","65~69세","등록외국인","","5","9",
"대학동","70~74세","계","","801","817",
"대학동","70~74세","한국인","","800","815",
"대학동","70~74세","등록외국인","","1","2",
"대학동","75~79세","계","","649","671",
"대학동","75~79세","한국인","","648","669",
"대학동","75~79세","등록외국인","","1","2",
"대학동","80~84세","계","","461","471",
"대학동","80~84세","한국인","","460","470",
"대학동","80~84세","등록외국인","","1","1",
"대학동","85~89세","계","","254","256",
"대학동","85~89세","한국인","","254","256",
"대학동","85~89세","등록외국인","","-","-",
"대학동","90~94세","계","","70","73",
"대학동","90~94세","한국인","","70","73",
"대학동","90~94세","등록외국인","","-","-",
"대학동","95~99세","계","","9","12",
"대학동","95~99세","한국인","","9","12",
"대학동","95~99세","등록외국인","","-","-",
"대학동","100세 이상","계","","2","3",
"대학동","100세 이상","한국인","","2","3",
"대학동","100세 이상","등록외국인","","-","-",
"은천동","합계","계","","32397","32217",
"은천동","합계","한국인","","31863","31664",
"은천동","합계","등록외국인","","534","553",
"은천동","0~4세","계","","590","579",
"은천동","0~4세","한국인","","586","575",
"은천동","0~4세","등록외국인","","4","4",
"은천동","5~9세","계","","838","785",
"은천동","5~9세","한국인","","827","776",
"은천동","5~9세","등록외국인","","11","9",
"은천동","10~14세","계","","1130","1096",
"은천동","10~14세","한국인","","1123","1086",
"은천동","10~14세","등록외국인","","7","10",
"은천동","15~19세","계","","1291","1294",
"은천동","15~19세","한국인","","1274","1283",
"은천동","15~19세","등록외국인","","17","11",
"은천동","20~24세","계","","1825","1804",
"은천동","20~24세","한국인","","1767","1755",
"은천동","20~24세","등록외국인","","58","49",
"은천동","25~29세","계","","3250","3214",
"은천동","25~29세","한국인","","3177","3124",
"은천동","25~29세","등록외국인","","73","90",
"은천동","30~34세","계","","3033","3105",
"은천동","30~34세","한국인","","2981","3042",
"은천동","30~34세","등록외국인","","52","63",
"은천동","35~39세","계","","2164","2151",
"은천동","35~39세","한국인","","2113","2097",
"은천동","35~39세","등록외국인","","51","54",
"은천동","40~44세","계","","2234","2164",
"은천동","40~44세","한국인","","2197","2124",
"은천동","40~44세","등록외국인","","37","40",
"은천동","45~49세","계","","2323","2326",
"은천동","45~49세","한국인","","2290","2292",
"은천동","45~49세","등록외국인","","33","34",
"은천동","50~54세","계","","2573","2535",
"은천동","50~54세","한국인","","2515","2483",
"은천동","50~54세","등록외국인","","58","52",
"은천동","55~59세","계","","2308","2292",
"은천동","55~59세","한국인","","2257","2241",
"은천동","55~59세","등록외국인","","51","51",
"은천동","60~64세","계","","2314","2299",
"은천동","60~64세","한국인","","2276","2261",
"은천동","60~64세","등록외국인","","38","38",
"은천동","65~69세","계","","2107","2094",
"은천동","65~69세","한국인","","2083","2068",
"은천동","65~69세","등록외국인","","24","26",
"은천동","70~74세","계","","1650","1674",
"은천동","70~74세","한국인","","1639","1662",
"은천동","70~74세","등록외국인","","11","12",
"은천동","75~79세","계","","1299","1313",
"은천동","75~79세","한국인","","1294","1305",
"은천동","75~79세","등록외국인","","5","8",
"은천동","80~84세","계","","926","936",
"은천동","80~84세","한국인","","923","935",
"은천동","80~84세","등록외국인","","3","1",
"은천동","85~89세","계","","397","410",
"은천동","85~89세","한국인","","396","409",
"은천동","85~89세","등록외국인","","1","1",
"은천동","90~94세","계","","114","117",
"은천동","90~94세","한국인","","114","117",
"은천동","90~94세","등록외국인","","-","-",
"은천동","95~99세","계","","28","26",
"은천동","95~99세","한국인","","28","26",
"은천동","95~99세","등록외국인","","-","-",
"은천동","100세 이상","계","","3","3",
"은천동","100세 이상","한국인","","3","3",
"은천동","100세 이상","등록외국인","","-","-",
"성현동","합계","계","","28119","29221",
"성현동","합계","한국인","","27922","29012",
"성현동","합계","등록외국인","","197","209",
"성현동","0~4세","계","","600","666",
"성현동","0~4세","한국인","","595","663",
"성현동","0~4세","등록외국인","","5","3",
"성현동","5~9세","계","","879","932",
"성현동","5~9세","한국인","","872","928",
"성현동","5~9세","등록외국인","","7","4",
"성현동","10~14세","계","","1224","1285",
"성현동","10~14세","한국인","","1222","1278",
"성현동","10~14세","등록외국인","","2","7",
"성현동","15~19세","계","","1298","1346",
"성현동","15~19세","한국인","","1295","1345",
"성현동","15~19세","등록외국인","","3","1",
"성현동","20~24세","계","","1558","1574",
"성현동","20~24세","한국인","","1532","1556",
"성현동","20~24세","등록외국인","","26","18",
"성현동","25~29세","계","","1959","2032",
"성현동","25~29세","한국인","","1930","1998",
"성현동","25~29세","등록외국인","","29","34",
"성현동","30~34세","계","","1918","2039",
"성현동","30~34세","한국인","","1895","2016",
"성현동","30~34세","등록외국인","","23","23",
"성현동","35~39세","계","","1595","1740",
"성현동","35~39세","한국인","","1582","1723",
"성현동","35~39세","등록외국인","","13","17",
"성현동","40~44세","계","","2072","2145",
"성현동","40~44세","한국인","","2046","2127",
"성현동","40~44세","등록외국인","","26","18",
"성현동","45~49세","계","","2213","2292",
"성현동","45~49세","한국인","","2204","2274",
"성현동","45~49세","등록외국인","","9","18",
"성현동","50~54세","계","","2574","2645",
"성현동","50~54세","한국인","","2561","2631",
"성현동","50~54세","등록외국인","","13","14",
"성현동","55~59세","계","","2222","2319",
"성현동","55~59세","한국인","","2204","2301",
"성현동","55~59세","등록외국인","","18","18",
"성현동","60~64세","계","","2026","2090",
"성현동","60~64세","한국인","","2013","2068",
"성현동","60~64세","등록외국인","","13","22",
"성현동","65~69세","계","","1959","1944",
"성현동","65~69세","한국인","","1953","1938",
"성현동","65~69세","등록외국인","","6","6",
"성현동","70~74세","계","","1438","1520",
"성현동","70~74세","한국인","","1437","1519",
"성현동","70~74세","등록외국인","","1","1",
"성현동","75~79세","계","","1178","1196",
"성현동","75~79세","한국인","","1176","1192",
"성현동","75~79세","등록외국인","","2","4",
"성현동","80~84세","계","","869","892",
"성현동","80~84세","한국인","","868","891",
"성현동","80~84세","등록외국인","","1","1",
"성현동","85~89세","계","","404","421",
"성현동","85~89세","한국인","","404","421",
"성현동","85~89세","등록외국인","","-","-",
"성현동","90~94세","계","","113","122",
"성현동","90~94세","한국인","","113","122",
"성현동","90~94세","등록외국인","","-","-",
"성현동","95~99세","계","","15","17",
"성현동","95~99세","한국인","","15","17",
"성현동","95~99세","등록외국인","","-","-",
"성현동","100세 이상","계","","5","4",
"성현동","100세 이상","한국인","","5","4",
"성현동","100세 이상","등록외국인","","-","-",
"청룡동","합계","계","","37009","37243",
"청룡동","합계","한국인","","35865","36107",
"청룡동","합계","등록외국인","","1144","1136",
"청룡동","0~4세","계","","489","468",
"청룡동","0~4세","한국인","","481","462",
"청룡동","0~4세","등록외국인","","8","6",
"청룡동","5~9세","계","","517","486",
"청룡동","5~9세","한국인","","506","475",
"청룡동","5~9세","등록외국인","","11","11",
"청룡동","10~14세","계","","548","536",
"청룡동","10~14세","한국인","","541","528",
"청룡동","10~14세","등록외국인","","7","8",
"청룡동","15~19세","계","","898","998",
"청룡동","15~19세","한국인","","856","972",
"청룡동","15~19세","등록외국인","","42","26",
"청룡동","20~24세","계","","3994","4044",
"청룡동","20~24세","한국인","","3779","3869",
"청룡동","20~24세","등록외국인","","215","175",
"청룡동","25~29세","계","","7961","8052",
"청룡동","25~29세","한국인","","7734","7800",
"청룡동","25~29세","등록외국인","","227","252",
"청룡동","30~34세","계","","5304","5303",
"청룡동","30~34세","한국인","","5165","5162",
"청룡동","30~34세","등록외국인","","139","141",
"청룡동","35~39세","계","","2546","2576",
"청룡동","35~39세","한국인","","2466","2483",
"청룡동","35~39세","등록외국인","","80","93",
"청룡동","40~44세","계","","2032","1993",
"청룡동","40~44세","한국인","","1968","1929",
"청룡동","40~44세","등록외국인","","64","64",
"청룡동","45~49세","계","","1728","1727",
"청룡동","45~49세","한국인","","1685","1682",
"청룡동","45~49세","등록외국인","","43","45",
"청룡동","50~54세","계","","2167","2153",
"청룡동","50~54세","한국인","","2088","2080",
"청룡동","50~54세","등록외국인","","79","73",
"청룡동","55~59세","계","","1892","1923",
"청룡동","55~59세","한국인","","1794","1830",
"청룡동","55~59세","등록외국인","","98","93",
"청룡동","60~64세","계","","1806","1776",
"청룡동","60~64세","한국인","","1745","1709",
"청룡동","60~64세","등록외국인","","61","67",
"청룡동","65~69세","계","","1675","1694",
"청룡동","65~69세","한국인","","1629","1644",
"청룡동","65~69세","등록외국인","","46","50",
"청룡동","70~74세","계","","1255","1295",
"청룡동","70~74세","한국인","","1241","1274",
"청룡동","70~74세","등록외국인","","14","21",
"청룡동","75~79세","계","","1078","1085",
"청룡동","75~79세","한국인","","1071","1078",
"청룡동","75~79세","등록외국인","","7","7",
"청룡동","80~84세","계","","703","713",
"청룡동","80~84세","한국인","","702","711",
"청룡동","80~84세","등록외국인","","1","2",
"청룡동","85~89세","계","","293","291",
"청룡동","85~89세","한국인","","293","291",
"청룡동","85~89세","등록외국인","","-","-",
"청룡동","90~94세","계","","98","104",
"청룡동","90~94세","한국인","","97","103",
"청룡동","90~94세","등록외국인","","1","1",
"청룡동","95~99세","계","","22","22",
"청룡동","95~99세","한국인","","21","21",
"청룡동","95~99세","등록외국인","","1","1",
"청룡동","100세 이상","계","","3","4",
"청룡동","100세 이상","한국인","","3","4",
"청룡동","100세 이상","등록외국인","","-","-",
"난곡동","합계","계","","25269","25133",
"난곡동","합계","한국인","","24799","24659",
"난곡동","합계","등록외국인","","470","474",
"난곡동","0~4세","계","","305","305",
"난곡동","0~4세","한국인","","296","297",
"난곡동","0~4세","등록외국인","","9","8",
"난곡동","5~9세","계","","465","438",
"난곡동","5~9세","한국인","","448","422",
"난곡동","5~9세","등록외국인","","17","16",
"난곡동","10~14세","계","","679","678",
"난곡동","10~14세","한국인","","671","671",
"난곡동","10~14세","등록외국인","","8","7",
"난곡동","15~19세","계","","817","802",
"난곡동","15~19세","한국인","","813","798",
"난곡동","15~19세","등록외국인","","4","4",
"난곡동","20~24세","계","","1240","1200",
"난곡동","20~24세","한국인","","1214","1181",
"난곡동","20~24세","등록외국인","","26","19",
"난곡동","25~29세","계","","2097","2045",
"난곡동","25~29세","한국인","","2060","2009",
"난곡동","25~29세","등록외국인","","37","36",
"난곡동","30~34세","계","","2144","2137",
"난곡동","30~34세","한국인","","2110","2102",
"난곡동","30~34세","등록외국인","","34","35",
"난곡동","35~39세","계","","1441","1471",
"난곡동","35~39세","한국인","","1391","1424",
"난곡동","35~39세","등록외국인","","50","47",
"난곡동","40~44세","계","","1559","1516",
"난곡동","40~44세","한국인","","1512","1462",
"난곡동","40~44세","등록외국인","","47","54",
"난곡동","45~49세","계","","1630","1621",
"난곡동","45~49세","한국인","","1589","1579",
"난곡동","45~49세","등록외국인","","41","42",
"난곡동","50~54세","계","","2147","2134",
"난곡동","50~54세","한국인","","2100","2089",
"난곡동","50~54세","등록외국인","","47","45",
"난곡동","55~59세","계","","2261","2224",
"난곡동","55~59세","한국인","","2199","2162",
"난곡동","55~59세","등록외국인","","62","62",
"난곡동","60~64세","계","","2411","2386",
"난곡동","60~64세","한국인","","2359","2329",
"난곡동","60~64세","등록외국인","","52","57",
"난곡동","65~69세","계","","2050","2039",
"난곡동","65~69세","한국인","","2023","2010",
"난곡동","65~69세","등록외국인","","27","29",
"난곡동","70~74세","계","","1467","1535",
"난곡동","70~74세","한국인","","1460","1525",
"난곡동","70~74세","등록외국인","","7","10",
"난곡동","75~79세","계","","1235","1254",
"난곡동","75~79세","한국인","","1235","1253",
"난곡동","75~79세","등록외국인","","-","1",
"난곡동","80~84세","계","","816","817",
"난곡동","80~84세","한국인","","816","817",
"난곡동","80~84세","등록외국인","","-","-",
"난곡동","85~89세","계","","365","386",
"난곡동","85~89세","한국인","","363","384",
"난곡동","85~89세","등록외국인","","2","2",
"난곡동","90~94세","계","","112","116",
"난곡동","90~94세","한국인","","112","116",
"난곡동","90~94세","등록외국인","","-","-",
"난곡동","95~99세","계","","26","27",
"난곡동","95~99세","한국인","","26","27",
"난곡동","95~99세","등록외국인","","-","-",
"난곡동","100세 이상","계","","2","2",
"난곡동","100세 이상","한국인","","2","2",
